ISIN,Name,BSE,NSE,Fair Value,Industry
INE144J01027,20 Microns Limited,533022,20MICRONS,5,Mining
INE748C01020,3i Infotech Limited,532628,3IINFOTECH,10,IT Consulting And Software
INE470A01017,3M India Limited,523395,3MINDIA,10,Diversified
INE650K01013,8K Miles Software Services Limited,512161,8KMILES,10,Internet Software And Services
INE619I01012,A2Z Maintenance & Engineering Services Limited,533292,A2ZMES,10,Utilities:Non-Elec.
INE767A01016,Aarti Drugs Limited,524348,AARTIDRUGS,10,Pharmaceuticals
INE769A01020,Aarti Industries Limited,524208,AARTIIND,5,Commodity Chemicals
INE273D01019,Aarvee Denims & Exports Limited,514274,AARVEEDEN,10,Textiles
INE421A01028,Aban Offshore Limited,523204,ABAN,2,Exploration And Production
INE117A01022,ABB India Limited,500002,ABB,2,Heavy Electrical Equipment
INE358A01014,Abbott India Limited,500488,ABBOTINDIA,10,Pharmaceuticals
INE605B01016,Aditya Birla Chemicals (India) Limited,500057,ABCIL,10,Commodity Chemicals
INE067H01016,ABG Shipyard Limited,532682,ABGSHIP,10,Commercial Vehicles
INE069A01017,Aditya Birla Nuvo Limited,500303,ABIRLANUVO,10,Diversified
INE012A01025,ACC Limited,500410,ACC,10,Cement And Cement Products
INE793A01012,Accelya Kale Solutions Limited,532268,ACCELYA,10,IT Consulting And Software
INE731H01025,Action Construction Equipment Limited,532762,ACE,2,Transport Related Services
INE055L01013,Acropetal Technologies Limited,533330,ACROPETAL,10,IT Consulting And Software
INE423A01024,Adani Enterprises Limited,512599,ADANIENT,1,Comm.Trading  And Distribution
INE742F01042,Adani Ports and Special Economic Zone Limited,532921,ADANIPORTS,2,Marine Port And Services
INE814H01011,Adani Power Limited,533096,ADANIPOWER,10,Electric Utilities
INE982B01019,ADF Foods Limited,519183,ADFFOODS,10,Packaged Foods
INE400H01019,Adhunik Metaliks Limited,532727,ADHUNIK,10,Iron And Steel/Interm.Products
INE045A01017,Ador Welding Limited,517041,ADORWELD,10,Other Industrial Goods
INE102I01027,Allied Digital Services Limited,532875,ADSL,5,IT Consulting And Software
INE199C01026,Advani Hotels & Resorts (India) Limited,523269,ADVANIHOTR,2,Hotels
INE517H01028,Advanta Limited,532840,ADVANTA,2,Other Agricultural Products
INE208C01017,Aegis Logistics Limited,500003,AEGISCHEM,10,Oil Marketing And Distribution
INE020G01017,Accel Frontline Limited,532774,AFL,10,IT Consulting And Software
INE796A01023,Aftek Limited,530707,AFTEK,2,IT Software Products
INE204E01012,Agarwal Industrial Corporation Limited,531921,AGARIND,10,Petrochemicals
INE676A01019,AGC Networks Limited,500463,AGCNET,10,IT Consulting And Software
INE449G01018,Agri-Tech (India) Limited,537292,AGRITECH,10,Other Agricultural Products
INE135B01014,Agro Dutch Industries Limited,519281,AGRODUTCH,10,Other Agricultural Products
INE926K01017,Asian Hotels (East) Limited,533227,AHLEAST,10,Hotels
INE758C01029,Ahluwalia Contracts (India) Limited,532811,AHLUCONT,2,Realty
INE915K01010,Asian Hotels (West) Limited,533221,AHLWEST,10,Hotels
INE425A01011,Ahmednagar Forgings Limited,513335,AHMEDFORGE,10,Other Industrial Products
INE212H01026,AIA Engineering Limited,532683,AIAENG,2,Other Industrial Goods
INE768E01024,AI Champdany Industries Limited,532806,AICHAMP,5,Jute And Jute Products
INE878A01011,Alstom India Limited,532309,AIL,10,Heavy Electrical Equipment
INE031B01031,Ajanta Pharma Limited,532331,AJANTPHARM,5,Pharmaceuticals
INE298G01027,Ajmera Realty & Infra India Limited,513349,AJMERA,10,Realty
INE523B01011,Aksh Optifibre Limited,532351,AKSHOPTFBR,5,Telecom Cables
INE133A01011,Akzo Nobel India Limited,500710,AKZOINDIA,10,Furniture-Furnishing-Paints
INE428A01015,Allahabad Bank,532480,ALBK,10,Banks
INE964B01033,Alchemist Limited,526707,ALCHEM,10,Comm.Trading  And Distribution
INE426A01027,Alembic Limited,506235,ALEMBICLTD,2,Pharmaceuticals
INE062D01024,Alicon Castalloy Limited,531147,ALICON,5,Aluminium
INE773I01017,Alkali Metals Limited,533029,ALKALI,10,Specialty Chemicals
INE150B01021,Alkyl Amines Chemicals Limited,506767,ALKYLAMINE,5,Commodity Chemicals
INE418H01029,Allcargo Logistics Limited,532749,ALLCARGO,2,Transportation - Logistics
INE835G01018,Allsec Technologies Limited,532633,ALLSEC,10,BPO/KPO
INE326B01027,Almondz Global Securities Limited,531400,ALMONDZ,6,Other Financial Services
INE270A01011,Alok Industries Limited,521070,ALOKTEXT,10,Textiles
INE385I01010,Alpa Laboratories Limited,532878,ALPA,10,Biotechnology
INE137C01018,Alphageo (India) Limited,526397,ALPHAGEO,10,Oil Equipment And Services
INE840D01015,Alpine Housing Development Corporation Limited,526519,ALPINEHOU,10,Realty
INE093B01015,Alps Industries Limited,530715,ALPSINDUS,10,Textiles
INE200A01026,Alstom T&D India Limited,522275,ALSTOMT&D,2,Electric Utilities
INE885A01032,Amara Raja Batteries Limited,500008,AMARAJABAT,1,Auto Parts And Equipment
INE484D01012,Amarjothi Spinning Mills Limited,521097,AMARJOTHI,10,Textiles
INE540G01014,Ambika Cotton Mills Limited,531978,AMBIKCO,10,Textiles
INE079A01024,Ambuja Cements Limited,500425,AMBUJACEM,2,Cement And Cement Products
INE005I01014,AMD Industries Limited,532828,AMDIND,10,Other Industrial Goods
INE098F01023,Amrutanjan Health Care Limited,590006,AMRUTANJAN,2,Pharmaceuticals
INE130C01021,Amtek Auto Limited,520077,AMTEKAUTO,2,Auto Parts And Equipment
INE068D01021,Amtek India Limited,532282,AMTEKINDIA,2,Auto Parts And Equipment
INE436N01029,Advance Metering Technology Limited,534612,AMTL,5,Electric Utilities
INE242C01024,Anant Raj Limited,515055,ANANTRAJ,2,Realty
INE434A01013,Andhra Bank,532418,ANDHRABANK,10,Banks
INE666E01012,Andhra Cements Limited,532141,ANDHRACEMT,10,Cement And Cement Products
INE715B01013,The Andhra Sugars Limited,590062,ANDHRSUGAR,10,Commodity Chemicals
INE017D01010,ANG Industries Limited,530721,ANGIND,10,Auto Parts And Equipment
INE087B01017,Anik Industries Limited,519383,ANIKINDS,10,Other Agricultural Products
INE106I01010,Ankit Metal & Power Limited,532870,ANKITMETAL,10,Iron And Steel/Interm.Products
INE436A01026,Ansal Properties & Infrastructure Limited,500013,ANSALAPI,5,Realty
INE880B01015,Ansal Housing and Construction Limited,507828,ANSALHSG,10,Realty
INE414B01021,Antarctica Limited,526715,ANTGRAPHIC,1,0
INE372A01015,Apar Industries Limited,523377,APARINDS,10,0
INE116A01024,Apcotex Industries Limited,523694,APCOTEXIND,5,Other Industrial Goods
INE273A01015,Aplab Limited,517096,APLAB,10,Other Elect.Equip./ Prod.
INE702C01019,APL Apollo Tubes Limited,533758,APLAPOLLO,10,Iron And Steel Products
INE901L01018,Alembic Pharmaceuticals Limited,533573,APLLTD,2,Pharmaceuticals
INE437A01024,Apollo Hospitals Enterprise Limited,508869,APOLLOHOSP,5,Healthcare Facilities
INE438A01022,Apollo Tyres Limited,500877,APOLLOTYRE,1,Auto Tyres And Rubber Products
INE266F01018,Aptech Limited,532475,APTECHT,10,IT Training Services
INE877I01016,Archidply Industries Limited,532994,ARCHIDPLY,10,Forest Products
INE731A01020,Archies Limited,532212,ARCHIES,2,Gift Articles-Toys And Cards 
INE574I01027,Arcotech Limited,532914,ARCOTECH,10,Copper
INE298I01015,Aries Agro Limited,532935,ARIES,10,Fertilizers
INE413D01011,Arihant Foundations & Housing Limited,531381,ARIHANT,10,Realty
INE210C01013,Aro Granite Industries Limited,513729,AROGRANITE,10,Construction Materials
INE933J01015,Arrow Textiles Limited,533068,ARROWTEX,10,Other Apparels And Accessories
INE968D01022,Arshiya Limited,506074,ARSHIYA,2,Transportation - Logistics
INE267I01010,ARSS Infrastructure Projects Limited,533163,ARSSINFRA,10,Construction And Engineering
INE034A01011,Arvind Limited,500101,ARVIND,10,Textiles
INE211C01037,Arvind Remedies Limited,531823,ARVINDREM,10,Pharmaceuticals
INE439A01020,Asahi India Glass Limited,515030,ASAHIINDIA,1,Auto Parts And Equipment
INE228I01012,Asahi Songwon Colors Limited,532853,ASAHISONG,10,Specialty Chemicals
INE900C01027,Automotive Stampings and Assemblies Limited,520119,ASAL,10,Auto Parts And Equipment
INE348A01023,Ashapura Minechem Limited,527001,ASHAPURMIN,2,Mining
INE365D01021,Ashiana Housing Limited,523716,ASHIANA,2,Realty
INE440A01010,Ashima Limited,514286,ASHIMASYN,10,Textiles
INE442H01029,Ashoka Buildcon Limited,533271,ASHOKA,5,Roads And Highways
INE208A01029,Ashok Leyland Limited,500477,ASHOKLEY,1,Commercial Vehicles
INE441A01026,Asian Electronics Limited,503940,ASIANELEC,5,Non-Durable Household Prod.
INE363A01022,Asian Hotels (North) Limited,500023,ASIANHOTNR,10,Hotels
INE021A01026,Asian Paints Limited,500820,ASIANPAINT,1,Furniture-Furnishing-Paints
INE022I01019,Asian Granito India Limited,532888,ASIANTILES,10,Furniture-Furnishing-Paints
INE988A01026,Amit Spinning Industries Limited,521076,ASIL,5,Textiles
INE442A01024,Assam Company India Limited,500024,ASSAMCO,1,Tea And Coffee
INE563J01010,Astec LifeSciences Limited,533138,ASTEC,10,Agrochemicals
INE006I01046,Astral Poly Technik Limited,532830,ASTRAL,1,Plastic Products
INE386C01029,Astra Microwave Products Limited,532493,ASTRAMICRO,2,Defence
INE203A01020,AstraZeneca Pharma India Limited,506820,ASTRAZEN,2,Pharmaceuticals
INE209A01019,Agro Tech Foods Limited,500215,ATFL,10,Other Agricultural Products
INE285H01022,Atlanta  Limited,532759,ATLANTA,2,Construction And Engineering
INE446A01017,Atlas Cycles (Haryana) Limited,505029,ATLASCYCLE,10,2/3 Wheelers
INE803A01027,ATN International Limited,511427,ATNINTER,4,Movies And Entertainment
INE100A01010,Atul Limited,500027,ATUL,10,Agrochemicals
INE951D01028,Atul Auto Limited,531795,ATULAUTO,5,2/3 Wheelers
INE132H01018,Aurionpro Solutions Limited,532668,AURIONPRO,10,IT Software Products
INE406A01037,Aurobindo Pharma Limited,524804,AUROPHARMA,1,Pharmaceuticals
INE218C01016,Ausom Enterprise Limited,509009,AUSOMENT,10,Comm.Trading  And Distribution
INE455J01027,Austral Coke & Projects Limited,533016,AUSTRAL,1,Coal
INE449A01011,Automotive Axles Limited,505010,AUTOAXLES,10,Auto Parts And Equipment
INE718H01014,Autoline Industries Limited,532797,AUTOIND,10,Auto Parts And Equipment
INE448A01013,Autolite (India) Limited,500029,AUTOLITIND,10,Auto Parts And Equipment
INE871C01012,Avanti Feeds Limited,512573,AVANTI,10,Other Food Products
INE488D01021,AVT Natural Products Limited,519105,AVTNPL,1,Other Agricultural Products
INE238A01034,Axis Bank Limited,532215,AXISBANK,2,Banks
INE238A01034,Axis Bank Limited,532215,AXISBANK,2,Banks
INE555B01013,AXISCADES Engineering Technologies Limited,532395,AXISCADES,5,BPO/KPO
INE878I01014,Bafna Pharmaceuticals Limited,532989,BAFNAPHARM,10,Pharmaceuticals
INE116D01028,B.A.G Films and Media Limited,532507,BAGFILMS,2,Broadcasting And Cable TV
INE917I01010,Bajaj Auto Limited,532977,BAJAJ-AUTO,10,2/3 Wheelers
INE933K01021,Bajaj Corp Limited,533229,BAJAJCORP,1,Personal Products
INE193E01025,Bajaj Electricals Limited,500031,BAJAJELEC,2,Household Appliances
INE918I01018,Bajaj Finserv Limited,532978,BAJAJFINSV,5,Finance (including NBFCs)
INE306A01021,Bajaj Hindusthan Limited,500032,BAJAJHIND,1,Sugar
INE118A01012,Bajaj Holdings & Investment Limited,500490,BAJAJHLDNG,10,Finance (including NBFCs)
INE296A01016,Bajaj Finance Limited,500034,BAJFINANCE,10,Finance (including NBFCs)
INE794B01026,Balaji Telefilms Limited,532382,BALAJITELE,2,Broadcasting And Cable TV
INE050E01027,Balaji Amines Limited,530999,BALAMINES,2,Commodity Chemicals
INE787D01026,Balkrishna Industries Limited,502355,BALKRISIND,2,Auto Tyres And Rubber Products
INE294A01037,Ballarpur Industries Limited,500102,BALLARPUR,2,Paper And Paper Products
INE164A01016,Balmer Lawrie & Company Limited,523319,BALMLAWRIE,10,Diversified
INE083D01012,Bal Pharma Limited,524824,BALPHARMA,10,Pharmaceuticals
INE119A01028,Balrampur Chini Mills Limited,500038,BALRAMCHIN,1,Sugar
INE655B01011,Banaras Beads Limited,526849,BANARBEADS,10,Other Apparels And Accessories
INE459A01010,Bannari Amman Sugars Limited,500041,BANARISUG,10,Sugar
INE213C01025,Banco Products (I) Limited,500039,BANCOINDIA,2,Auto Parts And Equipment
INE863I01016,Bang Overseas Limited,532946,BANG,10,Other Apparels And Accessories
INE028A01013,Bank of Baroda,532134,BANKBARODA,10,Banks
INE028A01013,Bank of Baroda,532134,BANKBARODA,10,Banks
INE084A01016,Bank of India,532149,BANKINDIA,10,Banks
INE629D01012,Banswara Syntex Limited,503722,BANSWRAS,10,Textiles
INE855F01034,Bartronics India Limited,532694,BARTRONICS,10,Misc.Commercial Services
INE373A01013,BASF India Limited,500042,BASF,10,Specialty Chemicals
INE186H01014,Bannari Amman Spinning Mills Limited,532674,BASML,10,Textiles
INE176A01010,Bata India Limited,500043,BATAINDIA,10,Footwear
INE462A01022,Bayer Cropscience Limited,506285,BAYERCROP,10,Agrochemicals
INE464A01028,Bharat Bijlee Limited,503960,BBL,10,Other Elect.Equip./ Prod.
INE050A01025,Bombay Burmah Trading Corporation Limited,501425,BBTC,2,Tea And Coffee
INE287A01015,Best & Crompton Engg. Limited,500046,BECREL,10,Industrial Machinery
INE844K01012,Bedmutha Industries Limited,533270,BEDMUTHA,10,Iron And Steel Products
INE263A01016,Bharat Electronics Limited,500049,BEL,10,Defence
INE258A01016,BEML Limited,500048,BEML,10,Commercial Vehicles
INE922A01025,Bhansali Engineering Polymers Limited,500052,BEPL,1,Specialty Chemicals
INE463A01020,Berger Paints (I) Limited,509480,BERGEPAINT,2,Furniture-Furnishing-Paints
INE878K01010,BF Investment Limited,533303,BFINVEST,5,Investment Companies
INE243D01012,BF Utilities Limited,532430,BFUTILITIE,5,Electric Utilities
INE224M01013,Bharatiya Global Infomedia Limited,533499,BGLOBAL,10,IT Consulting And Software
INE661I01014,BGR Energy Systems Limited,532930,BGRENERGY,10,Heavy Electrical Equipment
INE458B01028,Bhagyanagar India Limited,512296,BHAGYNAGAR,2,Telecom Cables
INE465A01025,Bharat Forge Limited,500493,BHARATFORG,2,Other Industrial Products
INE561C01019,Bharat Gears Limited,505688,BHARATGEAR,10,Auto Parts And Equipment
INE838B01013,Bharat Rasayan Limited,500050,BHARATRAS,10,0
INE397D01024,Bharti Airtel Limited,532454,BHARTIARTL,5,Telecom Services
INE673G01013,Bharati Shipyard Limited,532609,BHARTISHIP,10,Commercial Vehicles
INE257A01026,Bharat Heavy Electricals Limited,500103,BHEL,2,Heavy Electrical Equipment
INE824B01021,Bhushan Steel Limited,500055,BHUSANSTL,2,Iron And Steel/Interm.Products
INE828A01016,Bhartiya International Limited,526666,BIL,10,Other Apparels And Accessories
INE607L01029,Bil Energy Systems Limited,533321,BILENERGY,1,Other Elect.Equip./ Prod.
INE952D01018,Bilpower  Limited,531590,BILPOWER,10,Other Elect.Equip./ Prod.
INE469A01019,Bimetal Bearings Limited,505681,BIMETAL,10,Auto Parts And Equipment
INE071A01013,Binani Industries Limited,500059,BINANIIND,10,Holding Companies
INE143A01010,Oswal Chemicals & Fertilizers Limited,500063,BINDALAGRO,10,0
INE376G01013,Biocon Limited,532523,BIOCON,5,Biotechnology
INE340A01012,Birla Corporation Limited,500335,BIRLACORPN,10,Cement And Cement Products
INE655I01024,Birla Cotsyn (India) Limited,533006,BIRLACOT,1,Textiles
INE800A01015,Birla Ericsson Optical Limited,500060,BIRLAERIC,10,Other Elect.Equip./ Prod.
INE865C01022,Aditya Birla Money Limited,532974,BIRLAMONEY,1,Other Financial Services
INE224B01024,Birla Power Solutions Limited,517001,BIRLAPOWER,1,Industrial Machinery
INE791A01024,BLB Limited,532290,BLBLIMITED,1,Other Financial Services
INE416D01022,Bliss GVS Pharma Limited,506197,BLISSGVS,1,Personal Products
INE350H01032,B. L. Kashyap and Sons Limited,532719,BLKASHYAP,1,Realty
INE657B01025,Blue Chip India Limited,531936,BLUECHIP,2,Other Financial Services
INE472B01011,Blue Coast Hotels Limited,531495,BLUECOAST,10,Hotels
INE233B01017,Blue Dart Express Limited,526612,BLUEDART,10,Transportation - Logistics
INE472A01039,Blue Star Limited,500067,BLUESTARCO,2,Consumer Electronics
INE504B01011,Blue Star Infotech Limited,532346,BLUESTINFO,10,IT Software Products
INE338D01028,Bodal Chemicals Limited,524370,BODALCHEM,2,Commodity Chemicals
INE032A01023,Bombay Dyeing & Mfg Company Limited,500020,BOMDYEING,2,Textiles
INE323A01026,Bosch Limited,500530,BOSCHLTD,10,Auto Parts And Equipment
INE029A01011,Bharat Petroleum Corporation Limited,500547,BPCL,10,Refineries/ Petro-Products
INE110A01019,BPL Limited,500074,BPL,10,Consumer Electronics
INE317J01011,Brandhouse Retails Limited,533059,BRANDHOUSE,10,Specialty Retail
INE589G01011,Bombay Rayon Fashions Limited,532678,BRFL,10,Textiles
INE791I01019,Brigade Enterprises Limited,532929,BRIGADE,10,Realty
INE216A01022,Britannia Industries Limited,500825,BRITANNIA,2,Packaged Foods
INE698H01018,Broadcast Initiatives Limited,532816,BROADCAST,10,Broadcasting And Cable TV
INE650L01011,Brooks Laboratories Limited,533543,BROOKS,10,Pharmaceuticals
INE395A01016,BSEL Infrastructure Realty Limited,532123,BSELINFRA,10,Realty
INE594B01012,BSL Limited,514045,BSL,10,Textiles
INE043K01029,BS LIMITED,533276,BSLIMITED,1,Construction And Engineering
INE817H01014,Burnpur Cement Limited,532931,BURNPUR,10,Cement And Cement Products
INE295F01017,Butterfly Gandhimathi Appliances Limited,517421,BUTTERFLY,10,Household Appliances
INE139I01011,Barak Valley Cements Limited,532916,BVCL,10,Cement And Cement Products
INE010B01019,Cadila Healthcare Limited,532321,CADILAHC,5,Pharmaceuticals
INE910H01017,Cairn India Limited,532792,CAIRN,10,Exploration And Production
INE526B01014,California Software Company Limited,532386,CALSOFT,10,IT Software Products
INE476A01014,Canara Bank,532483,CANBK,10,Banks
INE874H01015,C & C Constructions Limited,532813,CANDC,10,Construction And Engineering
INE477A01012,Can Fin Homes Limited,511196,CANFINHOME,10,Housing Finance 
INE068L01016,Cantabil Retail India Limited,533267,CANTABIL,10,Other Apparels And Accessories
INE688I01017,Capital First Limited,532938,CAPF,10,Other Financial Services
INE475E01018,Caplin Point Laboratories Limited,524742,CAPLIPOINT,10,Pharmaceuticals
INE120A01034,Carborundum Universal Limited,513375,CARBORUNIV,1,Other Industrial Products
INE120A01034,Carborundum Universal Limited,513375,CARBORUNIV,1,Other Industrial Products
INE521J01018,Career Point Limited,533260,CAREERP,10,Education
INE752H01013,Credit Analysis And Research Limited,534804,CARERATING,10,Other Financial Services
INE172A01027,Castrol India Limited,500870,CASTROLIND,5,Oil Marketing And Distribution
INE429I01024,Consolidated Construction Consortium Limited,532902,CCCL,2,Realty
INE421D01022,CCL Products (India) Limited,519600,CCL,2,Tea And Coffee
INE482A01020,CEAT Limited,500878,CEATLTD,10,Auto Tyres And Rubber Products
INE209L01016,Commercial Engineers & Body Builders Co Limited,533272,CEBBCO,10,Commercial Vehicles
INE185H01016,Celebrity Fashions Limited,532695,CELEBRITY,10,Other Apparels And Accessories
INE221I01017,Celestial Biolabs Limited,532871,CELESTIAL,10,Biotechnology
INE485A01015,Century Enka Limited,500280,CENTENKA,10,Textiles
INE281A01026,Century Extrusions Limited,500083,CENTEXT,1,Aluminium
INE483A01010,Central Bank of India,532885,CENTRALBK,10,Banks
INE320B01020,Centum Electronics Limited,517544,CENTUM,10,Misc.Commercial Services
INE348B01021,Century Plyboards (India) Limited,532548,CENTURYPLY,1,Forest Products
INE055A01016,Century Textiles & Industries Limited,500040,CENTURYTEX,10,Cement And Cement Products
INE739E01017,Cera Sanitaryware Limited,532443,CERA,5,Furniture-Furnishing-Paints
INE345B01019,Cerebra Integrated Technologies Limited,532413,CEREBRAINT,10,Computer Hardware
INE486A01013,CESC Limited,500084,CESC,10,Electric Utilities
INE180C01018,Capri Global Capital Limited,531595,CGCL,10,Finance (including NBFCs)
INE085A01013,Chambal Fertilizers & Chemicals Limited,500085,CHAMBLFERT,10,Fertilizers
INE479E01028,Chemfab Alkalis Limited,506894,CHEMFALKAL,5,Commodity Chemicals
INE178A01016,Chennai Petroleum Corporation Limited,500110,CHENNPETRO,10,Refineries/ Petro-Products
INE217C01018,Cheslind Textiles Limited,521056,CHESLINTEX,10,Textiles
INE121A01016,Cholamandalam Investment and Finance Company Limited,511243,CHOLAFIN,10,Finance (including NBFCs)
INE662C01015,Chromatic India Limited,530191,CHROMATIC,10,Specialty Chemicals
INE675C01017,Cigniti Technologies Limited,534758,CIGNITITEC,10,IT Consulting And Software
INE184C01028,Cimmco Limited,505230,CIMMCO,10,Diversified
INE704H01022,Cineline India Limited,532807,CINELINE,5,Specialty Retail
INE039B01026,Cinevista Limited,532324,CINEVISTA,2,Movies And Entertainment
INE059A01026,Cipla Limited,500087,CIPLA,2,Pharmaceuticals
INE987C01024,Classic Diamonds (India) Limited,523200,CLASSIC,2,Other Apparels And Accessories
INE492A01029,Clariant Chemicals (India) Limited,506390,CLNINDIA,10,Specialty Chemicals
INE779B01019,Clutch Auto Limited,505052,CLUTCHAUTO,10,Auto Parts And Equipment
INE378J01013,C. Mahendra Exports Limited,533304,CMAHENDRA,10,Other Apparels And Accessories
INE314A01017,CMC Limited,517326,CMC,10,IT Consulting And Software
INE672K01025,CIL Nova Petrochemicals Limited,533407,CNOVAPETRO,10,Textiles
INE522F01014,Coal India Limited,533278,COALINDIA,10,Coal
INE259A01022,Colgate Palmolive (India) Limited,500830,COLPAL,1,Personal Products
INE070C01029,Compuage Infocom Limited,532456,COMPUAGE,10,Storage Media And Peripherals
INE453B01029,Compucom Software Limited,532339,COMPUSOFT,2,IT Training Services
INE111A01017,Container Corporation of India Limited,531344,CONCOR,10,Transport Related Services
INE111A01017,Container Corporation of India Limited,531344,CONCOR,10,Transport Related Services
INE025A01027,Consolidated Finvest & Holdings Limited,500226,CONSOFINVT,10,0
INE792I01017,Cords Cable Industries Limited,532941,CORDSCABLE,10,Other Elect.Equip./ Prod.
INE247G01024,CORE Education & Technologies Limited,512199,COREEDUTEC,2,IT Software Products
INE312J01012,Coromandel Engineering Company Limited,533167,COROENGG,10,Construction And Engineering
INE169A01031,Coromandel International Limited,506395,COROMANDEL,1,Fertilizers
INE112A01015,Corporation Bank,532179,CORPBANK,10,Banks
INE757A01017,Cosmo Films Limited,508814,COSMOFILMS,10,Commodity Chemicals
INE695B01025,Country Condo's Limited,531624,COUNCODOS,1,Realty
INE008I01026,Cox & Kings Limited,533144,COX&KINGS,5,Travel Support Services
INE230B01021,Creative Eye Limited,532392,CREATIVEYE,5,Movies And Entertainment
INE559D01011,Crest Ventures Limited,511413,CREST,10,Misc.Commercial Services
INE774A01012,Crest Animation Studios Limited,526785,CRESTANI,10,Movies And Entertainment
INE007A01025,CRISIL Limited,500092,CRISIL,1,Other Financial Services
INE067A01029,Crompton  Greaves Limited,500093,CROMPGREAV,2,Heavy Electrical Equipment
INE627H01017,Cambridge Technology Enterprises Limited,532801,CTE,10,IT Software Products
INE491A01021,City Union Bank Limited,532210,CUB,1,Banks
INE144D01012,Cubex Tubings Limited,526027,CUBEXTUB,10,Copper
INE298A01020,Cummins India Limited,500480,CUMMINSIND,2,Industrial Machinery
INE117B01012,Cura Technologies Limited,532332,CURATECH,10,IT Software Products
INE278G01037,Cyber Media (India) Limited,532640,CYBERMEDIA,10,Publishing
INE214A01019,Cybertech Systems And Software Limited,532173,CYBERTECH,10,IT Software Products
INE136B01020,Cyient Limited,532175,CYIENT,5,IT Consulting And Software
INE818H01012,LT Foods Limited,532783,DAAWAT,10,Other Agricultural Products
INE016A01026,Dabur India Limited,500096,DABUR,1,Personal Products
INE439L01019,Dalmia Bharat Limited,533309,DALMIABHA,2,Cement And Cement Products
INE495A01022,Dalmia Bharat Sugar and Industries Limited,500097,DALMIASUG,2,Sugar
INE365B01017,Datamatics Global Services Limited,532528,DATAMATICS,5,IT Software Products
INE950I01011,D.B.Corp Limited,533151,DBCORP,10,Publishing
INE950I01011,D.B.Corp Limited,533151,DBCORP,10,Publishing
INE879I01012,D B Realty Limited,533160,DBREALTY,10,Realty
INE921B01025,DB (International) Stock Brokers Limited,530393,DBSTOCKBRO,2,Other Financial Services
INE503A01015,DCB BANK LIMITED,532772,DCBBANK,10,Banks
INE498A01018,DCM  Limited,502820,DCM,10,Textiles
INE499A01024,DCM Shriram Limited,523367,DCMSHRIRAM,2,Diversified
INE500A01029,DCW Limited,500117,DCW,2,Petrochemicals
INE583C01013,Deccan Cements Limited,502137,DECCANCE,10,Cement And Cement Products
INE172I01012,Decolight Ceramics Limited,532858,DECOLIGHT,10,Furniture-Furnishing-Paints
INE501A01019,Deepak Fertilizers and Petrochemicals Corporation Limited,500645,DEEPAKFERT,10,Commodity Chemicals
INE288B01029,Deepak Nitrite Limited,506401,DEEPAKNTR,2,Commodity Chemicals
INE677H01012,Deep Industries Limited,532760,DEEPIND,10,Integrated Oil And Gas
INE124G01033,Delta Corp Limited,532848,DELTACORP,1,Misc.Commercial Services
INE393A01011,Delta Magnets Limited,504286,DELTAMAGNT,10,Other Elect.Equip./ Prod.
INE947J01015,Den Networks Limited,533137,DEN,10,Broadcasting And Cable TV
INE077A01010,Dena Bank,532121,DENABANK,10,Banks
INE244A01016,De Nora India Limited,524168,DENORA,10,0
INE041A01016,Dhampur Sugar Mills Limited,500119,DHAMPURSUG,10,Sugar
INE680A01011,Dhanlaxmi Bank Limited,532180,DHANBANK,10,Banks
INE435G01025,Dhanuka Agritech Limited,507717,DHANUKA,2,Agrochemicals
INE988C01014,Dharani Sugars & Chemicals Limited,507442,DHARSUGAR,10,Sugar
INE202B01012,Dewan Housing Finance Corporation Limited,511072,DHFL,10,Housing Finance 
INE320L01011,Dhunseri Investments Limited,533336,DHUNINV,10,Investment Companies
INE989C01012,Diamond Power Infra Ltd,522163,DIAPOWER,10,Other Elect.Equip./ Prod.
INE303A01010,DIC India Limited,500089,DICIND,10,Specialty Chemicals
INE471A01023,Digjam Limited,503796,DIGJAM,10,Textiles
INE353G01020,Dishman Pharmaceuticals and Chemicals Limited,532526,DISHMAN,2,Pharmaceuticals
INE836F01026,Dish TV India Limited,532839,DISHTV,1,Broadcasting And Cable TV
INE361B01024,Divi's Laboratories Limited,532488,DIVISLAB,2,Pharmaceuticals
INE271C01023,DLF Limited,532868,DLF,2,Realty
INE250K01012,D-Link (India) Limited,533146,DLINKINDIA,2,IT Networking Equipment
INE920A01011,Dolphin Offshore Enterprises (India) Limited,522261,DOLPHINOFF,10,Oil Equipment And Services
INE668D01028,Donear Industries Limited,512519,DONEAR,2,Textiles
INE477B01010,Dhunseri Petrochem & Tea Limited,523736,DPTL,10,Fibres And Plastics
INE656K01010,DQ Entertainment (International) Limited,533176,DQE,10,Movies And Entertainment
INE928K01013,Dr. Datson's Labs Limited,533412,DRDATSONS,10,Pharmaceuticals
INE506A01018,Dredging Corporation of India Limited,523618,DREDGECORP,10,Shipping
INE089A01023,Dr. Reddy's Laboratories Limited,500124,DRREDDY,5,Pharmaceuticals
INE891A01014,DS Kulkarni Developers Limited,523890,DSKULKARNI,10,Realty
INE417B01040,Dynacons Systems & Solutions Limited,532365,DSSL,10,IT Consulting And Software
INE508A01022,Duncans Industries Limited,590063,DUNCANSLTD,10,Tea And Coffee
INE366A01033,Dwarikesh Sugar Industries Limited,532610,DWARKESH,10,Sugar
